country,year,deaths_total,ecommerce_sales_usd_millions,internet_usage_percent
Pakistan,2018,483.0,,
Pakistan,2019,293.0,,
Pakistan,2020,409.0,,
Pakistan,2021,452.0,,
Pakistan,2022,719.0,,
Pakistan,2023,1178.0,,
Pakistan,2024,1885.0,,
Panama,1989,920.0,,
Panama,2009,1.0,,
Papua New Guinea,1989,14.0,,
Papua New Guinea,1990,61.0,,
Papua New Guinea,1991,29.0,,
Papua New Guinea,1992,61.0,,
Papua New Guinea,1993,40.0,,
Papua New Guinea,1994,26.0,,
Papua New Guinea,1995,33.0,,
Papua New Guinea,1996,106.0,,
Papua New Guinea,1997,12.0,,
Papua New Guinea,1998,40.0,,
Papua New Guinea,1999,60.0,,
Papua New Guinea,2000,13.0,,
Papua New Guinea,2001,65.0,,
Papua New Guinea,2002,7.0,,
Papua New Guinea,2012,57.0,,
Papua New Guinea,2019,30.0,,
Papua New Guinea,2021,38.0,,
Papua New Guinea,2022,109.0,,
Papua New Guinea,2023,1.0,,
Papua New Guinea,2024,135.0,,
Paraguay,1989,150.0,,
Paraguay,2016,1.0,,
Paraguay,2018,1.0,,
Paraguay,2020,1.0,,
Paraguay,2021,4.0,,
Peru,1989,1945.0,,
Peru,1990,1228.0,,
Peru,1991,1350.0,,
Peru,1992,1195.0,,
Peru,1993,779.0,,
Peru,1994,369.0,,
Peru,1995,274.0,,
Peru,1996,105.0,,
Peru,1997,116.0,,
Peru,1998,33.0,,
Peru,1999,89.0,,
Peru,2000,5.0,,
Peru,2001,21.0,,
Peru,2002,13.0,,
Peru,2003,13.0,,
Peru,2004,3.0,,
Peru,2005,0.0,,
Peru,2006,11.0,,
Peru,2007,32.0,,
Peru,2008,40.0,,
Peru,2009,54.0,,
Peru,2010,29.0,,
Peru,2011,15.0,,
Peru,2013,3.0,,
Peru,2014,14.0,,
Peru,2015,9.0,,
Peru,2016,11.0,,
Peru,2017,7.0,,
Peru,2019,2.0,,
Peru,2020,11.0,,
Peru,2021,20.0,,
Peru,2022,14.0,,
Peru,2023,12.0,,
Philippines,1989,984.0,,
Philippines,1990,1362.0,,
Philippines,1991,1549.0,,
Philippines,1992,445.0,,
Philippines,1993,318.0,,
Philippines,1994,308.0,,
Philippines,1995,188.0,,
Philippines,1996,199.0,,
Philippines,1997,322.0,,
Philippines,1998,138.0,,
Philippines,1999,219.0,,
Philippines,2000,1761.0,,
Philippines,2001,1053.0,,
Philippines,2002,763.0,,
Philippines,2003,1134.0,,
Philippines,2004,471.0,,
Philippines,2005,487.0,,
Philippines,2006,434.0,,
Philippines,2007,483.0,,
Philippines,2008,566.0,,
Philippines,2009,1048.0,,
Philippines,2010,372.0,,
Philippines,2011,414.0,,
Philippines,2012,311.0,,
Philippines,2013,537.0,2922.379,
Philippines,2014,484.0,2650.429,
Philippines,2015,628.0,2950.417,
Philippines,2016,616.0,2630.752,
Philippines,2017,1713.0,6598.963,
Philippines,2018,436.0,,
Philippines,2019,364.0,10065.431,
Philippines,2020,376.0,8187.52,
Philippines,2021,310.0,13327.93,
Philippines,2022,247.0,12223.961,
Philippines,2023,269.0,,
Philippines,2024,204.0,,
Poland,2016,,3133575.717,
Poland,2017,,1325163.941,
Poland,2018,,3878734.465,
Poland,2019,,2809202.88,
Poland,2020,,2935645.057,
Poland,2021,,3885863.433,
Poland,2022,2.0,4437574.795,
Poland,2023,,5375138.137,
Portugal,2016,,329583.834,
Portugal,2017,,348278.448,
Portugal,2018,,402986.482,
Portugal,2019,,418748.754,
Portugal,2020,,387304.446,
Portugal,2021,,448230.334,
Portugal,2022,,484270.174,
Portugal,2023,,640682.886,
Qatar,2004,0.0,,
Republic of Korea,2012,,3954874.746,
Republic of Korea,2013,,4261815.929,
Republic of Korea,2014,,43028.843,
Republic of Korea,2015,,47796.541,
Republic of Korea,2016,,56529.017,
Republic of Korea,2017,,83276.477,
Republic of Korea,2018,,102997.443,
Republic of Korea,2019,,117217.968,
Republic of Korea,2020,,134108.745,
Republic of Korea,2021,,168472.122,
Republic of Korea,2022,,167389.907,
Republic of Korea,2023,,185504.891,
Republic of Korea,2024,,384341.966,
Romania,1989,448.0,,
Russia,1989,160.0,,
Russia,1990,393.0,,
Russia,1991,340.0,,
Russia,1992,1.0,,
Russia,1993,145.0,,
Russia,1994,485.0,,
Russia,1995,1910.0,,
Russia,1996,2764.0,,
Russia,1997,13.0,,
Russia,1998,7.0,,
Russia,1999,6197.0,,
Russia,2000,4333.0,,
Russia,2001,992.0,,
Russia,2002,1508.0,,
Russia,2003,548.0,,
Russia,2004,1317.0,,
Russia,2005,688.0,,
Russia,2006,260.0,,
Russia,2007,182.0,,
Russia,2008,410.0,,
Russia,2009,698.0,,
Russia,2010,481.0,,
Russia,2011,396.0,,
Russia,2012,525.0,,
Russia,2013,365.0,,
Russia,2014,176.0,,
Russia,2015,86.0,,
Russia,2016,78.0,,
Russia,2017,53.0,,
Russia,2018,38.0,,
Russia,2019,26.0,,
Russia,2020,33.0,,
Russia,2021,2.0,,
Russia,2022,67.0,,
Russia,2023,204.0,,
Russia,2024,7819.0,,
Rwanda,1990,2647.0,,
Rwanda,1991,1102.0,,
Rwanda,1992,647.0,,
Rwanda,1993,977.0,,
Rwanda,1994,772463.0,,
Rwanda,1995,4232.0,,
Rwanda,1996,876.0,,
Rwanda,1997,7201.0,,
Rwanda,1998,1774.0,,
Rwanda,1999,29.0,,
Rwanda,2001,2044.0,,
Rwanda,2004,16.0,,
Rwanda,2009,2.0,,
Rwanda,2011,0.0,,
Rwanda,2012,13.0,,
Rwanda,2013,4.0,,
Rwanda,2016,27.0,,
Rwanda,2017,10.0,,
Rwanda,2018,18.0,,
Rwanda,2019,19.0,,
Rwanda,2021,7.0,,
Rwanda,2022,8.0,,
Rwanda,2024,1.0,,
Saudi Arabia,1991,91.0,,
Saudi Arabia,2003,26.0,,
Saudi Arabia,2004,91.0,,
Saudi Arabia,2005,31.0,,
Saudi Arabia,2006,11.0,,
Saudi Arabia,2007,2.0,,
Saudi Arabia,2015,113.0,,
Saudi Arabia,2016,125.0,,
Saudi Arabia,2017,45.0,,
Saudi Arabia,2018,11.0,,
Saudi Arabia,2019,6.0,,
Saudi Arabia,2020,0.0,,
Saudi Arabia,2021,6.0,,
Saudi Arabia,2023,9.0,,
Senegal,1989,121.0,,
Senegal,1990,84.0,,
Senegal,1991,16.0,,
Senegal,1992,135.0,,
Senegal,1993,285.0,,
Senegal,1995,329.0,,
Senegal,1996,5.0,,
Senegal,1997,366.0,,
Senegal,1998,343.0,,
Senegal,1999,31.0,,
Senegal,2000,56.0,,
Senegal,2001,47.0,,
Senegal,2002,45.0,,
Senegal,2003,39.0,,
Senegal,2004,3.0,,
Senegal,2005,46.0,,
Senegal,2006,126.0,,
Senegal,2008,11.0,,
Senegal,2009,19.0,,
Senegal,2010,19.0,,
Senegal,2011,37.0,,
Senegal,2012,23.0,,
Senegal,2013,8.0,,
Senegal,2018,1.0,,
Senegal,2020,0.0,,
Senegal,2021,0.0,,
Serbia,1991,3295.0,,
Serbia,1992,1868.0,,
Serbia,1995,0.0,,
Serbia,1996,2.0,,
Serbia,1997,9.0,,
Serbia,1998,1446.0,,
Serbia,1999,2153.0,,
Serbia,2001,0.0,,
Serbia,2016,,130203.355,
Serbia,2017,,133517.243,
Serbia,2018,,427472.089,
Serbia,2019,,166208.622,
Serbia,2020,,164520.531,
Serbia,2021,,238683.474,
Serbia,2022,,201558.536,
Serbia,2023,,236264.636,
Sierra Leone,1991,1225.0,,
Sierra Leone,1992,531.0,,
Sierra Leone,1993,642.0,,
Sierra Leone,1994,2097.0,,
Sierra Leone,1995,3194.0,,
Sierra Leone,1996,943.0,,
Sierra Leone,1997,1233.0,,
Sierra Leone,1998,5155.0,,
Sierra Leone,1999,4493.0,,
Sierra Leone,2000,856.0,,
Sierra Leone,2001,73.0,,
Sierra Leone,2002,1.0,,
Sierra Leone,2021,1.0,,
Singapore,2016,,887197.152,
Singapore,2017,,1049729.71,
Singapore,2018,,1261311.125,
Singapore,2019,,1353513.705,
Singapore,2020,,1312710.951,
Singapore,2021,,1811365.229,
Singapore,2022,,1979291.343,
Singapore,2023,,1902771.391,
Slovakia,2016,,809489.5160000001,
Slovakia,2017,,680529.248,
Slovakia,2018,,896407.139,
Slovakia,2019,,787768.979,
Slovakia,2020,,819000.726,
Slovakia,2021,,944871.402,
Slovakia,2022,,861344.035,
Slovakia,2023,,1446751.672,
Slovenia,2016,,138505.681,
Slovenia,2017,,172360.997,
Slovenia,2018,,265501.6,
Slovenia,2019,,169165.026,
Slovenia,2020,,299972.458,
Slovenia,2021,,391784.267,
Slovenia,2022,,341831.594,
Slovenia,2023,,384066.394,
Small Island Developing States (SIDS),2015,,,60.1
Small Island Developing States (SIDS),2015,,,33.9
Small Island Developing States (SIDS),2016,,,61.4
Small Island Developing States (SIDS),2016,,,34.4
Small Island Developing States (SIDS),2017,,,62.5
Small Island Developing States (SIDS),2018,,,64.1
Small Island Developing States (SIDS),2020,,,79.0
Small Island Developing States (SIDS),2021,,,80.4
Small Island Developing States (SIDS),2022,,,81.7
Small Island Developing States (SIDS),2023,,,84.0
Small Island Developing States (SIDS),2025,,,32.5
Solomon Islands,1992,2.0,,
Somalia,1989,1061.0,,
Somalia,1990,2700.0,,
Somalia,1991,8455.0,,
Somalia,1992,4729.0,,
Somalia,1993,483.0,,
Somalia,1994,626.0,,
Somalia,1995,444.0,,
Somalia,1996,949.0,,
Somalia,1997,277.0,,
Somalia,1998,330.0,,
Somalia,1999,542.0,,
Somalia,2000,185.0,,
Somalia,2001,483.0,,
Somalia,2002,638.0,,
Somalia,2003,405.0,,
Somalia,2004,670.0,,
Somalia,2005,340.0,,
Somalia,2006,1204.0,,
Somalia,2007,1620.0,,
Somalia,2008,1751.0,,
Somalia,2009,2204.0,,
Somalia,2010,2722.0,,
Somalia,2011,2118.0,,
Somalia,2012,2989.0,,
Somalia,2013,1045.0,,
Somalia,2014,1247.0,,
Somalia,2015,1254.0,,
Somalia,2016,2073.0,,
Somalia,2017,2071.0,,
Somalia,2018,2507.0,,
Somalia,2019,2219.0,,
Somalia,2020,2120.0,,
Somalia,2021,2269.0,,
Somalia,2022,3115.0,,
Somalia,2023,4216.0,,
Somalia,2024,2514.0,,
South Africa,1989,645.0,,
South Africa,1990,1459.0,,
South Africa,1991,737.0,,
South Africa,1992,761.0,,
South Africa,1993,895.0,,
South Africa,1994,532.0,,
South Africa,1995,143.0,,
South Africa,1996,156.0,,
South Africa,1997,30.0,,
South Africa,1998,44.0,,
South Africa,1999,19.0,,
South Africa,2000,0.0,,
South Africa,2002,2.0,,
South Africa,2004,0.0,,
South Africa,2010,1.0,,
South Africa,2015,0.0,,
South Africa,2016,3.0,,
South Africa,2018,12.0,,
South Africa,2019,8.0,,
South Africa,2020,29.0,,
South Africa,2021,123.0,,
South Africa,2022,4.0,,
South Africa,2023,5.0,,
South Africa,2024,2.0,,
South Sudan,2011,1194.0,,
South Sudan,2012,864.0,,
South Sudan,2013,1827.0,,
South Sudan,2014,2491.0,,
South Sudan,2015,1137.0,,
South Sudan,2016,1303.0,,
South Sudan,2017,1271.0,,
South Sudan,2018,1229.0,,
South Sudan,2019,642.0,,
South Sudan,2020,748.0,,
South Sudan,2021,891.0,,
South Sudan,2022,728.0,,
South Sudan,2023,224.0,,
South Sudan,2024,697.0,,
Spain,1989,17.0,,
Spain,1990,19.0,,
Spain,1991,45.0,,
Spain,1992,23.0,,
Spain,1993,12.0,,
Spain,1994,11.0,,
Spain,1995,13.0,,
Spain,1996,4.0,,
Spain,1997,12.0,,
Spain,1998,7.0,,
Spain,2000,20.0,,
Spain,2001,13.0,,
Spain,2002,5.0,,
Spain,2003,3.0,,
Spain,2004,191.0,,
Spain,2008,2.0,,
Spain,2009,3.0,,
Spain,2016,,9519922.087,
Spain,2017,16.0,10464184.043,
Spain,2018,,12056509.313,
Spain,2019,,12197983.134,
Spain,2020,,11106663.982,
Spain,2021,,13334610.625,
Spain,2022,,9506902.097,
Spain,2023,2.0,16040660.663,
Sri Lanka,1989,1288.0,,
Sri Lanka,1990,4840.0,,
Sri Lanka,1991,6646.0,,
Sri Lanka,1992,4444.0,,
Sri Lanka,1993,2084.0,,
Sri Lanka,1994,712.0,,
Sri Lanka,1995,4971.0,,
Sri Lanka,1996,4097.0,,
Sri Lanka,1997,2902.0,,
Sri Lanka,1998,3830.0,,
Sri Lanka,1999,1948.0,,
Sri Lanka,2000,2569.0,,
Sri Lanka,2001,1162.0,,
Sri Lanka,2002,17.0,,
Sri Lanka,2003,33.0,,
Sri Lanka,2004,84.0,,
Sri Lanka,2005,130.0,,
Sri Lanka,2006,2173.0,,
Sri Lanka,2007,2564.0,,
Sri Lanka,2008,8453.0,,
Sri Lanka,2009,10418.0,,
Sri Lanka,2011,2.0,,
Sri Lanka,2013,5.0,,
Sri Lanka,2017,1.0,,
Sri Lanka,2019,255.0,,
Sudan,1989,7533.0,,
Sudan,1990,5335.0,,
Sudan,1991,4566.0,,
Sudan,1992,4314.0,,
Sudan,1993,6042.0,,
Sudan,1994,977.0,,
Sudan,1995,1494.0,,
Sudan,1996,2735.0,,
Sudan,1997,4872.0,,
Sudan,1998,5958.0,,
Sudan,1999,2067.0,,
Sudan,2000,3537.0,,
Sudan,2001,3719.0,,
Sudan,2002,3207.0,,
Sudan,2003,5010.0,,
Sudan,2004,9712.0,,
Sudan,2005,1505.0,,
Sudan,2006,2187.0,,
Sudan,2007,1180.0,,
Sudan,2008,1241.0,,
Sudan,2009,2689.0,,
Sudan,2010,1790.0,,
Sudan,2011,2567.0,,
Sudan,2012,1525.0,,
Sudan,2013,1959.0,,
Sudan,2014,1912.0,,
Sudan,2015,2558.0,,
Sudan,2016,1997.0,,
Sudan,2017,548.0,,
Sudan,2018,432.0,,
Sudan,2019,435.0,,
Sudan,2020,627.0,,
Sudan,2021,862.0,,
Sudan,2022,1407.0,,
Sudan,2023,7837.0,,
Sudan,2024,7103.0,,
Sweden,2017,5.0,,
Syria,2004,8.0,,
Syria,2008,1.0,,
Syria,2011,4347.0,,
Syria,2012,53699.0,,
Syria,2013,76500.0,,
Syria,2014,78689.0,,
Syria,2015,59609.0,,
Syria,2016,53891.0,,
Syria,2017,38517.0,,
Syria,2018,21730.0,,
Syria,2019,11208.0,,
Syria,2020,5690.0,,
Syria,2021,1948.0,,
Syria,2022,1671.0,,
Syria,2023,2187.0,,
Syria,2024,3616.0,,
Tajikistan,1992,3859.0,,
Tajikistan,1993,1045.0,,
Tajikistan,1994,366.0,,
Tajikistan,1995,368.0,,
Tajikistan,1996,2797.0,,
Tajikistan,1997,97.0,,
Tajikistan,1998,600.0,,
Tajikistan,1999,4.0,,
Tajikistan,2000,46.0,,
Tajikistan,2005,1.0,,
Tajikistan,2006,8.0,,
Tajikistan,2009,17.0,,
Tajikistan,2010,98.0,,
Tajikistan,2011,28.0,,
Tajikistan,2013,3.0,,
Tajikistan,2014,3.0,,
Tajikistan,2018,56.0,,
Tajikistan,2019,53.0,,
Tajikistan,2021,16.0,,
Tajikistan,2022,87.0,,
Tanzania,1992,1.0,,
Tanzania,1996,10.0,,
Tanzania,1997,3.0,,
Tanzania,1999,0.0,,
Tanzania,2001,37.0,,
Tanzania,2007,3.0,,
Tanzania,2012,1.0,,
Tanzania,2014,10.0,,
Tanzania,2017,1.0,,
Tanzania,2018,1.0,,
Tanzania,2019,8.0,,
Tanzania,2020,44.0,,
Tanzania,2021,26.0,,
Tanzania,2022,4.0,,
Tanzania,2024,6.0,,
Thailand,1989,6.0,,
Thailand,1990,20.0,,
Thailand,1991,2.0,,
Thailand,1992,0.0,,
Thailand,1993,1.0,,
Thailand,1994,1.0,,
Thailand,1995,12.0,,
Thailand,1996,1.0,,
Thailand,1997,7.0,,
Thailand,1998,12.0,,
Thailand,1999,1.0,,
Thailand,2000,8.0,,
Thailand,2001,25.0,,
Thailand,2002,23.0,,
Thailand,2003,26.0,,
Thailand,2004,310.0,,
Thailand,2005,494.0,,
Thailand,2006,541.0,,
Thailand,2007,518.0,,
Thailand,2008,328.0,,
Thailand,2009,258.0,,
Thailand,2010,221.0,,
Thailand,2011,277.0,,
Thailand,2012,244.0,,
Thailand,2013,249.0,,
Thailand,2014,100.0,,
Thailand,2015,84.0,269203.027,
Thailand,2016,69.0,383136.393,
Thailand,2017,50.0,429273.988,
Thailand,2018,61.0,601525.632,
Thailand,2019,60.0,667175.407,
Thailand,2020,47.0,587455.581,
Thailand,2021,41.0,636321.561,
Thailand,2022,36.0,664752.352,
Thailand,2023,31.0,682647.528,
Thailand,2024,40.0,696490.02,
Togo,1991,63.0,,
Togo,1992,5.0,,
Togo,1993,48.0,,
Togo,1998,9.0,,
Togo,2005,436.0,,
Togo,2019,1.0,,
Togo,2022,62.0,,
Togo,2023,76.0,,
Togo,2024,68.0,,
Trinidad and Tobago,1990,39.0,,
Tunisia,2002,21.0,,
Tunisia,2011,8.0,,
Tunisia,2012,3.0,,
Tunisia,2013,29.0,,
Tunisia,2014,51.0,,
Tunisia,2015,137.0,,
Tunisia,2016,88.0,,
Tunisia,2017,15.0,,
Tunisia,2018,25.0,,
Tunisia,2019,20.0,,
Tunisia,2020,12.0,,
Tunisia,2021,18.0,,
Tunisia,2022,3.0,,
Tunisia,2023,3.0,,
Turkey,1989,538.0,,
Turkey,1990,630.0,,
Turkey,1991,448.0,,
Turkey,1992,1926.0,,
Turkey,1993,2765.0,,
Turkey,1994,4182.0,,
Turkey,1995,3650.0,,
Turkey,1996,3811.0,,
Turkey,1997,2600.0,,
Turkey,1998,2058.0,,
Turkey,1999,1155.0,,
Turkey,2000,153.0,,
Turkey,2001,120.0,,
Turkey,2002,34.0,,
Turkey,2003,150.0,,
Turkey,2004,221.0,,
Turkey,2005,295.0,,
Turkey,2006,226.0,,
Turkey,2007,502.0,,
Turkey,2008,491.0,,
Turkey,2009,138.0,,
Turkey,2010,234.0,,
Turkey,2011,410.0,,
Turkey,2012,789.0,,
Turkey,2013,75.0,,
Turkey,2014,11.0,,
Turkey,2015,1061.0,,
Turkey,2016,1561.0,,
Turkey,2017,462.0,,
Turkey,2018,461.0,,
Turkey,2019,311.0,,
Turkey,2020,226.0,,
Turkey,2021,132.0,,
Turkey,2022,107.0,,
Turkey,2023,108.0,,
Turkey,2024,43.0,,
Uganda,1989,1057.0,,
Uganda,1990,809.0,,
Uganda,1991,1018.0,,
Uganda,1992,76.0,,
Uganda,1994,160.0,,
Uganda,1995,537.0,,
Uganda,1996,1798.0,,
Uganda,1997,1354.0,,
Uganda,1998,1214.0,,
Uganda,1999,1024.0,,
Uganda,2000,1238.0,,
Uganda,2001,212.0,,
Uganda,2002,1316.0,,
Uganda,2003,1628.0,,
Uganda,2004,2004.0,,
Uganda,2005,922.0,,
Uganda,2006,334.0,,
Uganda,2007,156.0,,
Uganda,2008,32.0,,
Uganda,2009,59.0,,
Uganda,2010,74.0,,
Uganda,2014,7.0,,
Uganda,2016,30.0,,
Uganda,2017,0.0,,
Uganda,2018,2.0,,
Uganda,2019,2.0,,
Uganda,2021,23.0,,
Uganda,2022,25.0,,
Uganda,2023,79.0,,
Uganda,2024,1.0,,
Ukraine,2014,4946.0,,
Ukraine,2015,1894.0,,
Ukraine,2016,699.0,,
Ukraine,2017,447.0,,
Ukraine,2018,243.0,,
Ukraine,2019,311.0,,
Ukraine,2020,196.0,,
Ukraine,2021,208.0,,
Ukraine,2022,92615.0,,
Ukraine,2023,75393.0,,
Ukraine,2024,68116.0,,
United Arab Emirates,2010,1.0,,
United Arab Emirates,2022,3.0,,
United Kingdom,1989,41.0,,
United Kingdom,1990,47.0,,
United Kingdom,1991,38.0,,
United Kingdom,1992,39.0,,
United Kingdom,1993,47.0,,
United Kingdom,1994,16.0,,
United Kingdom,1996,2.0,,
United Kingdom,1997,5.0,,
United Kingdom,1998,31.0,,
United Kingdom,2000,1.0,,
United Kingdom,2001,1.0,,
United Kingdom,2002,3.0,,
United Kingdom,2003,1.0,,
United Kingdom,2004,1.0,,
United Kingdom,2005,53.0,,
United Kingdom,2006,0.0,,
United Kingdom,2009,2.0,,
United Kingdom,2011,1.0,,
United Kingdom,2012,,8844367.168,
United Kingdom,2013,,10321098.767,
United Kingdom,2014,,17135580.592,
United Kingdom,2015,,15000943.887,
United Kingdom,2016,,13499641.847,
United Kingdom,2017,,14932237.046,
United Kingdom,2018,,18180288.975,
United Kingdom,2019,4.0,24594575.613,
United Kingdom,2021,,3362835.767,
United States,2001,2986.0,,
United States,2010,2.0,,
United States,2012,,13905393.0,
United States,2013,,15106142.0,
United States,2014,,16428673.0,
United States,2015,14.0,19655547.0,
United States,2016,,20088659.0,
United States,2017,8.0,22664532.0,
United States,2018,1.0,24357695.0,
United States,2019,4.0,25306253.0,
United States,2020,,25470742.0,
United States,2021,,29776955.0,
United States,2022,1.0,17393689.0,
Upper-middle-income,2015,,,82.7
Upper-middle-income,2015,,,80.8
Upper-middle-income,2016,,,85.3
Upper-middle-income,2016,,,82.6
Upper-middle-income,2017,,,86.9
Upper-middle-income,2018,,,88.8
Upper-middle-income,2020,,,87.2
Upper-middle-income,2021,,,88.7
Upper-middle-income,2022,,,89.6
Upper-middle-income,2023,,,91.5
Upper-middle-income,2025,,,73.4
Uzbekistan,1999,50.0,,
Uzbekistan,2000,297.0,,
Uzbekistan,2004,37.0,,
Uzbekistan,2009,16.0,,
Venezuela,1989,58.0,,
Venezuela,1990,64.0,,
Venezuela,1991,30.0,,
Venezuela,1992,223.0,,
Venezuela,1993,63.0,,
Venezuela,1994,164.0,,
Venezuela,1995,28.0,,
Venezuela,1996,33.0,,
Venezuela,1997,33.0,,
Venezuela,1998,10.0,,
Venezuela,1999,26.0,,
Venezuela,2000,27.0,,
Venezuela,2001,27.0,,
Venezuela,2002,27.0,,
Venezuela,2003,25.0,,
Venezuela,2004,31.0,,
Venezuela,2005,30.0,,
Venezuela,2006,22.0,,
Venezuela,2007,17.0,,
Venezuela,2008,27.0,,
Venezuela,2009,27.0,,
Venezuela,2010,23.0,,
Venezuela,2011,11.0,,
Venezuela,2012,33.0,,
Venezuela,2013,9.0,,
Venezuela,2014,49.0,,
Venezuela,2015,32.0,,
Venezuela,2016,60.0,,
Venezuela,2017,76.0,,
Venezuela,2018,94.0,,
Venezuela,2019,83.0,,
Venezuela,2020,5.0,,
Venezuela,2021,20.0,,
Venezuela,2022,39.0,,
Venezuela,2023,16.0,,
Venezuela,2024,12.0,,
World,2015,,,67.0
World,2015,,,55.8
World,2016,,,69.2
World,2016,,,58.2
World,2017,,,71.2
World,2018,,,73.6
World,2020,,,80.3
World,2021,,,81.8
World,2022,,,83.0
World,2023,,,85.4
World,2025,,,50.3
Yemen,1994,1489.0,,
Yemen,2000,19.0,,
Yemen,2002,2.0,,
Yemen,2003,6.0,,
Yemen,2004,29.0,,
Yemen,2008,21.0,,
Yemen,2009,94.0,,
Yemen,2010,201.0,,
Yemen,2011,1430.0,,
Yemen,2012,2461.0,,
Yemen,2013,578.0,,
Yemen,2014,2364.0,,
Yemen,2015,8125.0,,
Yemen,2016,4027.0,,
Yemen,2017,3620.0,,
Yemen,2018,4996.0,,
Yemen,2019,2959.0,,
Yemen,2020,6754.0,,
Yemen,2021,23463.0,,
Yemen,2022,3220.0,,
Yemen,2023,931.0,,
Yemen,2024,990.0,,
Zambia,1989,87.0,,
Zambia,1990,40.0,,
Zambia,1993,1.0,,
Zambia,2000,1.0,,
Zambia,2001,7.0,,
Zimbabwe,1989,37.0,,
Zimbabwe,1990,14.0,,
Zimbabwe,1995,4.0,,
Zimbabwe,1998,1.0,,
Zimbabwe,1999,1.0,,
Zimbabwe,2001,0.0,,
Zimbabwe,2003,0.0,,
Zimbabwe,2007,0.0,,
Zimbabwe,2008,253.0,,
Zimbabwe,2009,0.0,,
Zimbabwe,2011,1.0,,
Zimbabwe,2012,1.0,,
Zimbabwe,2018,4.0,,
Zimbabwe,2019,8.0,,
Zimbabwe,2020,2.0,,
